,Bonos Serie A1,,,,
Vida media (años),1,76,1,66,1,57,1,49,1,42
TIR,2,520%,2,520%,2,520%,2,520%,2,520%
Duración (años),1,67,1,57,1,49,1,42,1,35
Vencimiento final,19 10 2010,19 07 2010,19 01 2010,19 10 2009,20 07 2009
(en años),4,85,4,60,4,11,3,85,3,61
