Retrasos en el pago de cuotas vencidas al día 05.11.2005,,,,
Intervalo
Días,Préstamos,Principal pendiente
de vencer,Principal vencido no pagado
% s/ Principal
pendiente total,
Entre 1 y 15 días,222,36.605.606,28,266.589,36,0,0478
Entre 16 y 30 días,6,609.702,79,4.963,94,0,0009
Entre 31 y 60 días,52,4.638.430,29,134.406,49,0,0241
Entre 61 y 90 días,22,3.221.398,91,68.496,52,0,0123
Total con retrasos,302,45.075.138,27,474.456,31,0,0851
