,Bonos Serie C,,,,
Vida media (años),5,35,4,94,4,60,4,25,3,97
TIR,5,011%,5,011%,5,011%,5,011%,5,011%
Duración (años),4,41,4,12,3,87,3,62,3,41
Vencimiento final,20 10 2014,20 01 2014,19 07 2013,19 10 2012,19 04 2012
(en años),8,86,8,11,7,61,6,86,6,36
