,Nombre,,,Cargo en sociedades cotizadas y/o relevantes,
D. José Carlos Contreras
Gómez,,,Subdirector General, Director de Finanzas Corporativas de
Caja Madrid.
Vocal del Consejo de Marco Polo Investments, S.G.C.R.,
S.A.
Vocal del Consejo de Banco Inversis Net, S.A.
Vocal del Consejo de Corporación Interamericana de
Financiamiento de Infraestructuras.,,
D. Jesús Río Cortés,,,Responsable de Titulización (Client Banking) para Europa de
Bear, Stearns.
Vocal del Consejo de Marco Polo Investments, S.G.C.R.,
S.A.,,
