Tipo de Interés
Nominal,Serie A1,,,Serie A2,,,Serie B,,,Serie C,,,Serie D,,,Serie E,,
,,Serie A1,,,Serie A2,,,Serie B,,,Serie C,,,Serie D,,,Serie E,
,,3,625%,,,3,735%,,,3,795%,,,3,905%,,,4,275%,,,5,575%,
