Supuestos,
TAA 10%
Call 10%,10%
Bonos Proporción Cupon,
A 94,55% EURIBOR + 23pb
B 3,20% EURIBOR + 60 pb
C 1,00% EURIBOR + 110 pb
D 1,25% EURIBOR + 350pb,
