Arrears in payment of instalments due as of 31.03.2005
Day Interval Loans Outstanding Overdue Principal
Principal
% o/ Total
Outstanding
Principal
1 to 15 days 387 44,828,547.06 74,961.70 0.0043
16 to 30 days 405 44,562,373.75 67,770.61 0.0039
31 to 60 days 227 24,062,472.72 90,054.42 0.0052
61 to 90 days 61 5,897,741.42 29,890.34 0.0017
Total 1,080 119,351,134.95 262,677.07 0.0150
