FUND CASH FLOWS
(AMOUNTS IN EUR)
CPR = 13.00%,
,
1,650,000,000.00Mortgage Loan acquisition payment
5,150,000.00Initial Expenses
28,100,000.00Cash Reserve set up,
,PAYMENTS
Date,Current Swap Series A Series B Series C Series D Series E Series A Series B Series C Series D Series E Start-Up Start-Up ML Finan. Total
Amortisation Interest Bond Bond Bond Bond Bond Bond Bond Bond Bond Bond Loan Loan Servicing Interm.
Expenses Interest Interest Interest Interest Interest Repayment Repayment Repayment Repayment Repayment Interest Repayment Fee Margin
(10),(11) (12) (13) (14) (15) (16) (17) (18) (19) (20) (21) (22) (23) (24) (25) (26) (27)
,1,681,545.59 8,801,226.31 178,579,065.27 12,513,521.90 3,537,007.09 4,864,154.62 15,708,923.92 1,561,700,000.00 60,200,000.00 14,900,000.00 13,200,000.00 30,100,000.00 558,459.61 5,150,000.00 843,538.93 54,866,126.99 1,967,203,570.24
26-Jul-2005
25-Oct-2005
25-Jan-2006
25-Apr-2006
25-Jul-2006
25-Oct-2006
25-Jan-2007
25-Apr-2007
25-Jul-2007
25-Oct-2007
25-Jan-2008
25-Apr-2008
25-Jul-2008
27-Oct-2008
26-Jan-2009
27-Apr-2009
27-Jul-2009
26-Oct-2009
25-Jan-2010
26-Apr-2010
26-Jul-2010
25-Oct-2010
25-Jan-2011
25-Apr-2011
25-Jul-2011
25-Oct-2011
25-Jan-2012
25-Apr-2012
25-Jul-2012
25-Oct-2012
25-Jan-2013
25-Apr-2013
25-Jul-2013
25-Oct-2013
27-Jan-2014
25-Apr-2014
25-Jul-2014
27-Oct-2014
26-Jan-2015
27-Apr-2015
27-Jul-2015
26-Oct-2015
25-Jan-2016
25-Apr-2016
25-Jul-2016
25-Oct-2016
25-Jan-2017
25-Apr-2017
25-Jul-2017
25-Oct-2017
25-Jan-2018,57,194.36 435,416.67 8,702,573.25 360,297.00 101,841.50 140,052.00 443,523.50 69,024,488.31 0.00 0.00 0.00 2,000,000.00 53,354.00 344,438.98 42,201.44 2,900,965.94 84,606,346.95
39,371.34 399,635.48 8,410,355.78 364,300.30 102,973.07 141,608.13 423,254.69 65,011,915.59 0.00 0.00 0.00 0.00 50,338.79 252,924.26 38,325.99 2,745,286.60 77,980,290.02
39,319.43 387,412.92 8,132,447.73 368,303.60 104,104.64 143,164.27 423,254.69 62,447,243.97 0.00 0.00 0.00 0.00 48,213.43 252,924.26 37,156.84 2,520,506.79 74,904,052.58
39,180.36 363,379.09 7,607,668.12 360,297.00 101,841.50 140,052.00 414,053.50 59,004,691.16 0.00 0.00 0.00 0.00 44,545.02 252,924.26 34,865.97 2,595,710.89 70,959,208.88
54,691.40 352,501.56 7,359,740.75 364,300.30 102,973.07 141,608.13 418,654.09 57,203,183.81 0.00 0.00 0.00 0.00 42,390.56 252,924.26 33,812.58 2,346,185.44 68,672,965.96
39,116.92 341,756.61 7,114,768.62 368,303.60 104,104.64 143,164.27 423,254.69 55,540,572.29 0.00 0.00 0.00 0.00 40,177.86 252,924.26 32,765.90 2,163,506.01 66,564,415.68
39,052.31 327,562.91 6,798,391.01 368,303.60 104,104.64 143,164.27 423,254.69 53,328,571.02 0.00 0.00 0.00 0.00 37,499.34 252,924.26 31,407.68 2,042,012.06 63,896,247.80
38,933.53 307,109.83 6,353,426.44 360,297.00 101,841.50 140,052.00 414,053.50 50,385,518.49 0.00 0.00 0.00 0.00 34,063.84 252,924.26 29,458.39 2,104,827.02 60,522,505.80
54,837.82 297,785.83 6,140,127.06 364,300.30 102,973.07 141,608.13 418,654.09 48,842,215.58 0.00 0.00 0.00 0.00 31,792.92 252,924.26 28,555.49 1,889,136.18 58,564,910.74
38,878.55 288,576.30 5,929,379.44 368,303.60 104,104.64 143,164.27 423,254.69 47,398,156.78 0.00 0.00 0.00 0.00 29,463.77 252,924.26 27,658.78 1,727,537.62 56,731,402.70
38,823.04 276,463.44 5,659,383.74 368,303.60 104,104.64 143,164.27 423,254.69 45,496,276.67 0.00 0.00 0.00 0.00 26,785.24 252,924.26 26,499.87 1,623,562.55 54,439,546.02
38,746.63 261,957.95 5,341,523.72 364,300.30 102,973.07 141,608.13 418,654.09 43,366,633.79 0.00 0.00 0.00 0.00 23,844.69 252,924.26 25,112.94 1,604,962.20 51,943,241.78
55,027.64 250,995.83 5,097,178.04 364,300.30 102,973.07 141,608.13 418,654.09 41,636,779.71 0.00 0.00 0.00 0.00 21,195.28 252,924.26 24,060.82 1,490,113.02 49,855,810.19
38,701.62 248,398.59 5,022,883.88 376,310.20 106,367.79 146,276.53 423,254.69 40,367,460.93 0.00 0.00 0.00 0.00 19,157.27 252,924.26 23,800.37 1,237,144.91 48,262,681.03
38,068.61 230,266.98 4,635,131.98 364,300.30 102,973.07 141,608.13 423,254.69 38,766,346.00 0.00 0.00 0.00 0.00 15,896.46 252,924.26 22,064.17 1,329,498.58 46,322,333.23
