Mortgage loan portfolio as of 31.03.2005
Classification by initial loan/current value ratio,,,
Initial loan-to-value ratio
intervals,Loans
%,Initial Principal
(EUR) %,Initial loan-to-
Curr. Value* (%)
10.01 - 15.00,27 0.18,1,080,694.35 0.06,12.95
15.01 - 20.00,57 0.37,2,120,233.24 0.12,17.57
20.01 - 25.00,88 0.58,3,782,943.40 0.21,22.66
25.01 - 30.00,135 0.88,6,908,868.99 0.38,27.72
30.01 - 35.00,162 1.06,10,730,697.64 0.58,32.68
35.01 - 40.00,242 1.59,19,944,283.21 1.09,37.73
