Tipos de Interés Nominal de los Bonos para el segundo y sucesivos Periodos de Devengo,,,,
,Bonos Tramo A,Bonos Tramo B,Bonos Tramo C,
Tipo de Interés
Nominal,3,052%,3,182%,3,532%,
