Propósito del Préstamo,Principal Pendiente,,Préstamos,
,Importe,%,Nº.,%
Bienes de Consumo (en
general),889.936,79,40,60,118.706,53,41
Adquisición de Inmuebles,625.453,19,28,54,37.877,17,04
Mejora de Vivienda,209.019,23,9,54,18.926,8,52
Adquisición de coches nuevos,380.613,61,17,37,35.003,15,75
Adquisición de coches usados,86.705,70,3,96,11.730,5,28
TOTAL,2.191.728.516,87,100,00,222.242,100,00
