SERIE A,,,
VIDA MEDIA ESTIMADA,4,73,4,60,4,48
DURACIÓN ESTIMADA,4,18,4,07,3,98
VENCIMIENTO ESTIMADO,20/07/2014,20/04/2014,20/01/2014
TIR,3,9587%,3,9587%,3,9587%
