FECHAS DE VENCIMIENTO DE LOS PRÉSTAMOS
Intervalo Principal pendiente Préstamos
(miles de euros
salvo el total, en
euros) % nº %
5/11/2006 - 31/12/2006 5.052,94 0,23 4.208 1,89
01/12/007 - 30/06/2007 36.934,68 1,68 13.911 6,25
1/07/2007 - 31/12/2007 42.943,69 1,95 14.485 6,51
1/01/2008 - 30/06/2008 86.480,83 3,94 18.068 8,12
1/07/2008 - 31/12/2008 80.037,77 3,65 14.676 6,6
1/01/2009 - 30/06/2009 122.029,67 5,56 20.503 9,22
1/07/2009 - 31/12/2009 118.189,49 5,39 15.327 6,89
1/01/2010 - 30/06/2010 209.924,58 9,57 22.632 10,18
1/07/2010 - 31/12/2010 211.910,07 9,66 19.634 8,83
1/01/2011 - 30/06/2011 373.237,09 17,02 35.747 16,08
1/07/2011 -31/12/2011 188.501,99 8,6 17.226 7,75
1/01/2012 -30/06/2012 66.884,36 3,05 3.872 1,74
1/07/2012 -31/12/2012 52.340,09 2,38 2.563 1,15
1/01/2013 -30/06/2013 60.404,01 2,75 2.666 1,19
1/07/2013 -31/12/2013 69.497,70 3,17 3.261 1,46
1/01/2014 -30/06/2014 114.367,10 5,21 5.268 2,37
1/07/2014 -31/12/2014 53.959,25 2,46 2.266 1,01
1/01/2015 -30/06/2015 15.236,84 0,69 441 0,19
1/07/2015 -31/12/2015 17.560,08 0,8 492 0,22
1/01/2016 -30/06/2016 42.838,82 1,95 1.209 0,54
1/07/2016 -31/12/2016 23.792,69 1,08 702 0,31
1/01/2017 -30/06/2017 6.236,72 0,28 113 0,05
1/07/2017 -31/12/2017 5.074,25 0,23 103 0,04
1/01/2018 -30/06/2018 4.717,71 0,21 94 0,04
1/07/2018 -31/12/2018 6.197,67 0,28 131 0,05
1/01/2019 -30/06/2019 6.665,30 0,3 165 0,07
1/07/2019 -31/12/2019 6.057,26 0,27 107 0,04
1/01/2020 -30/06/2020 6.491,79 0,29 109 0,04
1/07/2020 -31/12/2020 6.083,83 0,27 106 0,04
1/01/2021 -30/06/2021 16.022,69 0,73 264 0,11
1/07/2021 -31/12/2021 11.666,21 0,53 210 0,09
1/01/2022 -30/06/2022 8.731,11 0,39 160 0,07
1/07/2022 -31/12/2022 8.539,23 0,38 146 0,06
1/01/2023 -30/06/2023 9.131,62 0,41 144 0,06
1/07/2023 -31/12/2023 7.518,55 0,34 119 0,05
1/01/2024 -30/06/2024 5.475,18 0,24 81 0,03
1/07/2024 -31/12/2024 4.781,64 0,21 74 0,03
1/01/2025 -30/06/2025 4.562,29 0,2 63 0,02
1/07/2025 -31/12/2025 5.870,29 0,26 75 0,03
1/01/2026 -30/06/2026 13.256,20 0,6 163 0,07
1/07/2026 -31/12/2026 9.487,92 0,43 113 0,05
1/01/2027 -30/06/2027 6.381,77 0,29 88 0,03
1/07/2027 -31/12/2027 9.201,85 0,41 93 0,04
1/01/2028 -30/06/2028 7.051,20 0,32 84 0,03
1/07/2028 -31/12/2028 8.988,79 0,41 103 0,04
1/01/2029 -30/06/2029 5.716,70 0,26 68 0,03
1/07/2029 -31/12/2029 5.404,34 0,24 62 0,02
1/01/2030 -31/05/2030 4.292,42 0,19 47 0,02
Totales: 2.191.728.516,87 100,00 222.242 100,00
