FECHA DE FORMALIZACIÓN DE LOS PRÉSTAMOS
Intervalo Principal pendiente Préstamos
(miles de euros
salvo el total, en
euros) % nº %
9/07/1991 – 31/12/1998 28.943,60 1,32 2.146 0,96
1/01/1999 – 30/06/1999 9.527,65 0,43 516 0,23
1/07/1999 - 31/12/1999 8.300,33 0,37 465 0,2
01/01/2000 - 30/06/2000 10.210,67 0,46 523 0,23
01/07/2000 - 31/12/2000 13.841,06 0,63 501 0,22
01/01/2001 - 30/06/2001 44.544,37 2,03 1.092 0,49
01/07/2001 - 31/12/2001 36.126,19 1,64 1.135 0,51
01/01/2002 - 30/06/2002 34.937,92 1,59 1.956 0,88
01/07/2002 - 31/12/2002 38.702,61 1,76 2.947 1,32
01/01/2003 - 30/06/2003 50.443,22 2,3 3.719 1,67
01/07/2003 - 31/12/2003 63.447,04 2,89 4.910 2,2
01/01/2004 - 30/06/2004 73.698,35 3,36 7.528 3,38
01/07/2004 - 31/12/2004 125.883,46 5,74 15.911 7,15
01/01/2005 - 30/06/2005 302.120,90 13,78 36.059 16,22
01/07/2005 - 31/12/2005 343.423,75 15,66 37.912 17,05
01/06/2006 - 30/06/2006 714.203,61 32,58 74.268 33,41
01/07/2006 - 31/08/2006 293.373,69 13,38 30.657 13,79
Totales: 2.191.728.516,87 100,00 222.242 100,00
