SERIE F,,,
VIDA MEDIA,6,41,6,20,5,98
DURACIÓN ESTIMADA,5,12,4,98,4,83
VENCIMIENTO ESTIMADO,20/07/2014,20/04/2014,20/01/2014
TIR,5,8256%,5,8256%,5,8256%
