,Bonos Serie B,,
Vida media (años),19,08,18,08,16,83
TIR,0,730%,0,730%,0,730%
Duración (años),17,71,16,84,15,74
Vencimiento final,16 08 2032,18 08 2031,16 05 2030
(en años),19,08,18,08,16,83
