,,,,,,31.12.2011,,(A-B)/(B)
,,,,,,,,
,BALANCE (millones de euros),,,,,,,
,,,,,4.751,,10,25,
,,,,,,3.161,,-6,30
,,,,,,3.453,,0,23
,,,,,,415,,9,64
,,,,,,3.868,,1,24
,,,,,,306,,3,59
,,,,,,307,,2,61
,,,,,,,,
,RATIOS RELEVANTES (%),,,,,,,
,,,,,,1,13,,
,,,,,,5,95,,
,,,,,,0,53,,
,,,,,0,74,,,
,,,,,,58,13,,
,,,,,,60,55,,
,,,,,,5,71,,
,,,,,1,58,,,
,,,,,,,,
,,,,,,177,30,,
,,,,,,,,
,RATIOS DE CAPITAL (%),,,,,,,
,,,,,10,66,,,
,,,,,,1,01,,
,,,,,,11,67,,
