Cartera de préstamos hipotecarios al día 31.12.2006
Clasificación por principal pendiente,,
Préstamos
Intervalo de principal Principal pendiente
hipotecarios
(en euros) Nº. % (euros) %,,
0,00 -24.999,99,81 0,38,1.409.319,66 0,05
25.000,00 -49.999,99,650 3,03,26.012.966,49 0,84
50.000,00 -74.999,99,1.646 7,69,105.341.143,14 3,40
75.000,00 -99.999,99,3.090 14,43,274.430.148,00 8,87
100.000,00 -124.999,99,3.838 17,92,432.936.015,85 13,99
125.000,00 -149.999,99,3.781 17,65,521.032.461,57 16,83
150.000,00 -174.999,99,2.758 12,88,445.998.360,61 14,41
175.000,00 -199.999,99,2.093 9,77,389.761.855,95 12,59
200.000,00 -224.999,99,1.375 6,42,290.603.434,80 9,39
225.000,00 -249.999,99,860 4,02,203.267.528,90 6,57
250.000,00 -274.999,99,432 2,02,112.896.587,14 3,65
