Cartera de préstamos hipotecarios al día 31.12.2006
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
hipotecarios
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2028,86 0,40,11.933.060,77 0,39,257,49 15/06/2028
2029,156 0,73,21.769.889,25 0,70,271,24 8/08/2029
2030,1.110 5,18,138.322.181,62 4,47,284,13 4/09/2030
2031,986 4,60,123.751.435,94 4,00,290,92 30/03/2031
2032,116 0,54,17.215.661,25 0,56,306,56 18/07/2032
2033,190 0,89,28.475.876,59 0,92,317,75 24/06/2033
2034,330 1,54,46.927.397,05 1,52,331,49 16/08/2034
2035,4.656 21,74,681.889.896,13 22,03,344,25 8/09/2035
2036,3.982 18,59,616.612.884,55 19,92,350,76 24/03/2036
2037,10 0,05,1.623.216,25 0,05,368,54 16/09/2037
2038,12 0,06,1.714.072,43 0,06,377,35 11/06/2038
2039,14 0,07,2.045.398,69 0,07,390,91 29/07/2039
2040,3.284 15,33,502.837.068,17 16,24,405,07 2/10/2040
2041,4.272 19,95,669.260.249,59 21,62,410,83 27/03/2041
2042,1 0,00,195.925,84 0,01,421,19 5/02/2042
2045,5 0,02,748.060,29 0,02,462,83 26/07/2045
2046,23 0,11,3.757.868,72 0,12,474,93 30/07/2046
Total 21.417 100,00 3.095.525.633,65 100,00,,,
Media ponderada: 353,96 30/06/2036
Media simple: 347,06 3/12/2035
Mínimo: 12,06 2/01/2008
Máximo: 477,14 05/10/2046
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos hipotecarios que tienen el vencimiento final en el año correspondiente.,,,
