AyT Genova Hipotecario XI FTH
Distribución por antigüedad del préstamo
Antigüedad Número % sobre total Saldo % Saldo Saldo LTV Tipo de interés Vida residual
(meses) Préstamos préstamos Vivo Vivo medio Medio ponder. Medio ponder. Media ponder.
Menos de 5 426 5,61% 78.101.587,49 5,99% 183337,0598 59,78% 4,83% 1,00
entre 5 y 12 3.935 51,87% 702.485.807,68 53,92% 178522,4416 58,94% 4,40% 365,51
entre 12 y 24 1.181 15,57% 215.287.293,29 16,52% 182292,3737 60,34% 4,80% 324,51
entre 24 y 36 869 11,45% 149.470.681,01 11,47% 172003,0852 54,93% 4,64% 298,18
entre 36 y 48 855 11,27% 120.922.586,48 9,28% 141429,9257 51,31% 4,72% 270,99
entre 48 y 60 224 2,95% 25.498.581,76 1,96% 113832,9543 49,05% 4,70% 238,88
entre 60 y 72 97 1,28% 11.118.729,56 0,85% 114626,0779 53,43% 4,77% 225,59
Totales 7.587 100% 1.302.885.267 100% 171.726,01 57,81% 4,56% 316,72
