,,,,,,,,,,,,,,,,,,,,
,,,,(Euros),,,30-sep-07,,,%Var,,,31-dic-06,,,%Var,,,31-dic-05,
,Recursos Propios,,,,,,2.746.831,,,13,84,,,2.412.991,,,0,21,,,1.997.399,
,Capital,,,,,,901.500,,,0,00,,,901.500,,,0,00,,,901.500,
,Reservas,,,,,,1.845.331,,,22,09,,,1.511.491,,,0,38,,,1.095.899,
,,,,Legal,,,180.300,,,0,00,,,180.300,,,0,00,,,180.300,
,,,,Voluntario,,,1.665.013,,,25,08,,,1.331.191,,,0,45,,,915.999,
,,,,,,,,,,,,,,,,,,,,
,Beneficio del,,,,,2.147.917,,,11,07,,,1.933.840,,,0,19,,,1.715.592,,
,Ejercicio,,,,,,,,,,,,,,,,,,,
