% LTV,T= 18 MESES,T= 24 MESES,T= 36
MESES,T= 48
MESES
80% - 60%,PH X 50%,PH X 75%,PH X 100%,PH X 100%
60% - 40%,PH X 25%,PH X 50%,PH X 75%,PH X 100%
< 40%,0%,0%,PH X 25%,PH X 50%
