% TAA:,10%,,,13%,,16%
,Bonos Serie A3,,,,,
Vida media (años),11,97,,9,78,,,8,28
TIR,4,48%,,4,48%,,,4,48%
Duración (años),8,72,,7,46,,,6,54
Fecha de Liquidación Anticipada,29-ene-24,,28-abr-21,,,28-ene-19
del Fondo al 10%,,,,,,
