% TAA:,10%,,,13%,,16%
,Bonos Serie D,,,,,
Vida media (años),12,37,,10,22,,,8,55
TIR,7,98%,,7,98%,,,7,98%
Duración (años),7,20,,6,39,,,5,68
Fecha de Liquidación Anticipada,29-ene-24,,28-abr-21,,,28-ene-19
del Fondo al 10%,,,,,,
