% TAA:,10%,,,13%,,16%
,Bonos Serie C,,,,,
Vida media (años),11,30,,9,34,,,7,84
TIR,5,00%,,5,00%,,,5,01%
Duración (años),8,13,,7,04,,,6,13
Fecha de Liquidación Anticipada,29-ene-24,,28-abr-21,,,28-ene-19
del Fondo al 10%,,,,,,
