DIRECCION
GENERAL,LT,LGP,PP,PH,CTO,CC,DC,A,TARJ,DCV,ECTO,ECC
€,800.000,600.000,800.000,600.000,400.000,400.000,400.000,200.000,6.000,300.000,300.000,300.000
