,,,,31.12.2007,31.12.2007,31.12.2006,31.12.2006,(A)/(B)
,,,,,,,,
BALANCE (millones de euros),BALANCE (millones de euros),,,,,,,
,,,,1.242,,1.046,,1,105
,,,,,1.242,,1.046,
,,,,1.069,,882,,1,094
,,,,,1.069,,882,
,,,,867,,759,,1,147
,,,,,867,,759,
,,,,166,,170,,0,703
,,,,,166,,170,
,,,,1.033,,930,,1,076
,,,,,1.033,,930,
,,,,88,,78,,1,057
,,,,,88,,78,
,,,,85,,75,,1,078
,,,,,85,,75,
,,,,,,,,
,,,,,,,,
CUENTA DE RESULTADOS (millones de euros),CUENTA DE RESULTADOS (millones de euros),,,,,,,
,,,,,,,,
,,,,30,,23,,1,059
,,,,,30,,23,
,,,,36,,28,,1,070
,,,,,36,,28,
,,,,39,,29,,1,003
,,,,,39,,29,
,,,,24,,15,,0,954
,,,,,24,,15,
,,,,14,,12,,1,046
,,,,,14,,12,
,,,,11,,9,,1,021
,,,,,11,,9,
,,,,,,,,
,,,,,,,,
RATIOS RELEVANTES (%),RATIOS RELEVANTES (%),,,,,,,
,,,,,,,,
,,,,2,12,,1,61,,
,,,,,2,12,,1,61,
,,,,14,17,,13,50,,
,,,,,14,17,,13,50,
,,,,0,99,,0,98,,
,,,,,0,99,,0,98,
,,,,1,34,,1,36,,
,,,,38,20,,46,46,,
,,,,40,26,,49,23,,
,,,,,40,26,,49,23,
,,,,1,07,,0,95,,
,,,,,1,07,,0,95,
,,,,0,80,,0,79,,
,,,,,0,80,,0,79,
,,,,240,66,,230,14,,
,,,,,240,66,,230,14,
,,,,,,,,
,,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,
,,,,,,,,
,,,,7,52,,8,45,,
,,,,,7,52,,8,45,
,,,,9,25,,10,20,,
,,,,,9,25,,10,20,
,,,,9,15,,10,03,,
,,,,,9,15,,10,03,
,,,,,,,,
,,,,,,,,
INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,,,
,,,,,,,,
