Loan repayment,,,Outstanding,Outstanding
,No. Loans,No. Loans (%),,
system,,,Balance (EUR),Balance (%)
,,,,
French system,206,469,100.00%,2,068,372,012,100.00%
Total general,206,469,100.00%,2,068,372,012,100.00%
