Original Term,,,Outstanding,Outstanding
,No. Loans,No. Loans (%),,
(years),,,Balance (EUR),Balance (%)
,,,,
1,367,0.18%,980,189,0.05%
2,2,567,1.24%,8,842,634,0.43%
3,4,989,2.42%,22,655,943,1.10%
4,37,312,18.07%,186,427,162,9.01%
5,31,945,15.47%,237,132,840,11.46%
6,22,596,10.94%,210,823,383,10.19%
7,106,624,51.64%,1,400,157,652,67.69%
8,69,0.03%,1,352,209,0.07%
Total general,206,469,100.00%,2,068,372,012,100.00%
