,,,Outstanding,Outstanding
Delinquency,No. Loans,No. Loans (%),,
,,,Balance (EUR),Balance (%)
,,,,
Not in arrears,206,469,100.00%,2,068,372,012,100.00%
1-30 Days in arrears,0,0.00%,0,0.00%
>30 Days in arrears,0,0.00%,0,0.00%
Total,206,469,100.00%,2,068,372,012,100.00%
