Interest payment,,,Outstanding,Outstanding
,No. Loans,No. Loans (%),,
frequency,,,Balance (EUR),Balance (%)
,,,,
Monthly Payment,206,469,100.00%,2,068,372,012,100.00%
Total general,206,469,100.00%,2,068,372,012,100.00%
