,Presidente:,,D. Alex Valencia Baeza
Consejeros:,Consejeros:,,D. Antonio López López
D. Xavier Jaumandreu Patxot
D. Jesús Moreira Goicoechea
Dña. María del Carmen Gimeno Olmos
D. Juan Cebrián Torallas
,Secretario (no consejero):,,D. Claudi Rossell Piedrafita
,Vicesecretaria (no,,Dña. María del Camino Montero Sainz
,consejera):,,
