CARTERA OPERACIONES DE DIA 26 DE ENERO DE 2016
CLASIFICACIÓN POR TIPO DE INTERÉS
Intervalos Operaciones %Operaciones Importe %Importe
0-1 40.077 26,73% 5.560.419.145,90 38,57%
1-2 59.727 39,84% 6.023.492.854,12 41,79%
2-3 21.890 14,60% 1.367.811.642,16 9,49%
3-4 13.114 8,75% 1.101.374.396,55 7,64%
4-5 10.882 7,26% 275.066.177,60 1,91%
5-6 3.684 2,46% 67.348.046,96 0,47%
6-7 531 0,35% 17.837.144,64 0,12%
7-8 26 0,02% 1.211.802,70 0,01%
9-10 1 0,00% 60.751,24 0,00%
Total general 149.932 100,00% 14.414.621.961,87 100,00%
Mínimo 0,000 %
Máximo 9,60 %
Ponderado 1,46 %
