Retrasos en el pago de cuotas vencidas al día 04.11.2014
Inter valo Présta mos Principal p endiente Principal pendie nte de vencer +
principal vencido no pagado
días hipotecarios de vencer % s/ Principal
pendiente total
Corriente de pagos 10.263 817.191.902,31 817.191.902,31 -
Total 10.263 817.191.902,31 817.191.902,31 0,00
