Marcelo Alejandro
Castro,Banca,Por cuenta ajena,Subdirector Gral.
Adjunto,Santander Benelux,Consejero
José Antonio Soler
Ramos,Intermediación Finan-
ciera,Por cuenta ajena,Subdirector General,Santander Comercial Paper. SAU,Presidente
,,,,Santander US Debt, SAU,Presidente
,,,,Santander Issuances, SAU,Presidente
,,,,Santander International Debt, SAU,Presidente
,,,,Santander Finance Capital, SAU,Presidente
,,,,Santander Benelux,Consejero
,,,,Open Bank, S.A.,Consejero
Gabriel de
Escalante
Yangüela,Banca,Por cuenta ajena,Subdirector General,Geoban, S.A.,Presidente
,,,,Santander Operaciones Retail, SA,Presidente
,,,,Grupo Konecta, SL,Consejero
Jesús Cepeda Caro,Banca,Por cuenta ajena,Director General
Adjunto,Gesban S.A.,Presidente y Consejero
,,,,Banco Santander, S.A.,Director General
Ana Bolado Valle,Banca,Por cuenta ajena,Subdirector General,Sistemas 4B,Consejero
,,,,Santander Seguros y Reaseguros,
Compañía Aseguradora S.A.,Consejero
