,Bonos Serie B,,,,
Vida media (años),12,86,10,99,9,49,8,33,7,38
TIR,4,939%,4,939%,4,939%,4,939%,4,939%
Duración (años),8,91,7,94,7,10,6,41,5,82
Vencimiento final,27 04 2027,28 10 2024,27 07 2022,27 10 2020,29 04 2019
(en años),19,78,17,29,15,03,13,28,11,78
