,,31.03.2007,31.03.2006
(B),31.03.2006,,31.12.2006,,Variación
,,(A),,,,,,interanual
,,,,,,,,?% ((A)-(B))/(B)
,,,,,,,,
,Activos Totales,87.949.130,,68.025.626,,79.577.247,,0,29
,Activos Totales extitulización,90.560.012,,71.254.069,,82.353.426,,0,27
,Activos Totales Medios,84.434.719,,65.279.032,,71.678.859,,0,29
,Crédito a Clientes Bruto,71.821.043,,53.129.069,,66.746.030,,0,35
