,Bonos Serie A4,,,,
Vida media (años),19,18,16,73,14,60,12,90,11,37
TIR,4,322%,4,322%,4,322%,4,322%,4,322%
Duración (años),12,62,11,51,10,46,9,55,8,67
Vencimiento final,17 03 2028,17 09 2025,19 06 2023,17 09 2021,17 12 2019
(en años),20,98,18,48,16,24,14,48,12,73
