Cartera de préstamos hipotecarios al día 06.03.2007
Clasificación por Índice de referencia del tipo de interés,,,,
Índice de referencia,Préstamos
hipotecarios
%,,Principal pendiente
(euros) %,
Euribor 1 año,37.236,96,02,5.388.760.283,38,96,13
IRPH Conjunto Entidades,1.379,3,56,198.527.021,26,3,54
IRPH Bancos,165,0,43,18.489.246,03,0,33
Total 38.780 100,00 5.605.776.550,67 100,00,,,,
