Cartera de préstamos hipotecarios al día 06.03.2007
Clasificación por Deudor,,
,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Deudor 1,1 0,0026,534.775,81 0,010
Deudor 2,1 0,0026,510.476,96 0,009
Deudor 3,1 0,0026,501.258,87 0,009
Deudor 4,1 0,0026,498.910,05 0,009
Deudor 5,1 0,0026,483.028,32 0,009
Deudor 6,1 0,0026,469.197,61 0,008
Deudor 7,1 0,0026,466.488,76 0,008
Deudor 8,1 0,0026,462.068,90 0,008
Deudor 9,1 0,0026,456.800,00 0,008
Deudor 10,1 0,0026,454.778,62 0,008
Resto: 38.770 deudores,38.770 99,974,5.600.938.766,77 99,914
Total deudores: 38.780 38.780 100,00 5.605.776.550,67 100,00,,
