,Bonos Serie B,,
Vida media (años),18,08,17,08,16,09
TIR,0,729%,0,728%,0,728%
Duración (años),16,84,15,97,15,09
Vencimiento final,12 08 2031,12 08 2030,13 08 2029
(en años),18,08,17,08,16,09
