Serie de Bonos Calificación de Fitch
Serie A1 AAA
Serie A2 AAA
Serie B A+
Serie C A-
Serie de Bonos Calificación de Moody´s
Serie A1 Aaa
Serie A2 Aaa
Serie B Aa3
Serie C Baa3
Serie de Bonos Calificación de S&P
Serie A1 AAA
Serie A2 AAA
Serie B A
Serie C BBB
