Cartera de préstamos hipotecarios al día 13.03.2007
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,4.346 23,58,392.780.566,29 21,54
Aragón,1.477 8,01,167.590.229,83 9,19
Asturias,594 3,22,58.904.951,43 3,23
Baleares,443 2,40,62.631.403,98 3,43
Canarias,1.332 7,23,134.030.921,94 7,35
Cantabria,134 0,73,11.003.581,14 0,60
Cataluña,551 2,99,66.089.315,46 3,62
País Vasco,167 0,91,20.820.354,62 1,14
Extremadura,588 3,19,36.312.087,11 1,99
Galicia,168 0,91,11.771.696,93 0,65
Castilla-León,1.117 6,06,78.337.952,50 4,30
Madrid,91 0,49,13.262.665,61 0,73
Castilla La Mancha,596 3,23,39.421.458,79 2,16
Murcia,257 1,39,27.064.459,36 1,48
Navarra,643 3,49,68.730.882,28 3,77
La Rioja,280 1,52,33.198.008,73 1,82
Comunidad Valenciana,5.650 30,65,601.399.807,60 32,98
Total 18.434 100,00 1.823.350.343,60 100,00,,
