INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,
,,,,,,
,,0,39,,0,23,,
,,,0,39,,0,23,
,,33.151,,31.381,,
,,,33.151,,31.381,
,,247,,236,,
,,,247,,236,
,,72,,70,,
,,,72,,70,
