Órgano decisorio,,Límite de Préstamo,
,,Hipotecario,
Oficinas,sin competencias,,
Director de Inversión Crediticia,60.000,,
Director Económico-Financiero,60.000,,
Director General,150.253,,
Comisión Permanente,450.759,,
Consejo Rector,resto,,
