,,31.12.2006,31.12.2006,31.12.2005,31.12.2005,(A)/(B)
,,,,,,
BALANCE miles de euros),BALANCE miles de euros),,,,,
,,908.245,,747.984,,1,214
,,,908.245,,747.984,
,,773.142,,638.523,,1,211
,,,773.142,,638.523,
,,789.146,,656.841,,1,201
,,,789.146,,656.841,
,,69.181,,52.358,,1,321
,,,69.181,,52.358,
,,858.327,,709.199,,1,210
,,,858.327,,709.199,
,,59.685,,50.610,,1,179
,,,59.685,,50.610,
,,58.628,,49.910,,1,175
,,,58.628,,49.910,
,,,,,,
,,,,,,
CUENTA DE RESULTADOS miles de euros),CUENTA DE RESULTADOS miles de euros),,,,,
,,,,,,
,,23.275,,19.646,,1,185
,,,23.275,,19.646,
,,27.906,,19.595,,1,424
,,,27.906,,19.595,
,,28.317,,23.536,,1,203
,,,28.317,,23.536,
,,9.742,,7.599,,1,282
,,,9.742,,7.599,
,,7.824,,4.553,,1,718
,,,7.824,,4.553,
,,6.253,,3.595,,1,739
,,,6.253,,3.595,
,,,,,,
,,,,,,
RATIOS RELEVANTES (%),RATIOS RELEVANTES (%),,,,,
,,,,,,
,,1,17,,1,12,,
,,,1,17,,1,12,
,,11,35,,7,96,,
,,,11,35,,7,96,
,,0,75,,0,53,,
,,,0,75,,0,53,
,,0,88,0,88,0,59,0,59,
,,55,48,,60,91,,
,,,55,48,,60,91,
,,65,6,,67,71,,
,,,65,6,,67,71,
,,1,18,,1,02,,
,,,1,18,,1,02,
,,178,32,,208,05,,
,,,178,32,,208,05,
,,,,,,
,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,
,,,,,,
,,8,01,,7,61,,
,,,8,01,,7,61,
,,4,17,,4,31,,
,,,4,17,,4,31,
,,12,18,,11,92,,
,,,12,18,,11,92,
,,,,,,
,,,,,,
INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,
,,,,,,
,,355.834,,303.381,,
,,,355.834,,303.381,
,,30.034,,27.881,,
,,,30.034,,27.881,
,,252,,238,,
,,,252,,238,
,,68,,64,,
,,,68,,64,
