,Bonos Serie B,,
Vida media (años),18,34,17,84,17,59
TIR,0,488%,0,488%,0,488%
Duración (años),17,47,17,02,16,79
Vencimiento final,24 03 2033,24 09 2032,24 06 2032
(en años),18,34,17,84,17,59
