,Bonos Serie A,,
Vida media (años),9,48,8,76,8,11
TIR,0,386%,0,386%,0,386%
Duración (años),9,23,8,53,7,91
Vencimiento final,24 03 2033,24 09 2032,24 06 2032
(en años),18,34,17,84,17,59
